state,district,crop,season,area,rainfall,temperature,production,yield
Andhra Pradesh,West Godavari,Cotton,Rabi,6.99,625.01,27.12,10.6,1.52
Bihar,Munger,Rice,Kharif,22.53,1095.78,16.21,48.04,2.13
Bihar,Purnia,Potato,Kharif,22.78,1055.22,30.22,317.68,13.94
Andhra Pradesh,Kurnool,Cotton,Kharif,25.56,865.1,36.41,31.57,1.24
Tamil Nadu,Tirunelveli,Groundnut,Kharif,5.5,1355.86,29.92,3.99,0.72
Haryana,Panipat,Sugarcane,Zaid,12.26,735.13,20.5,514.99,42.01
Haryana,Faridabad,Rice,Zaid,5.29,466.82,16.28,7.03,1.33
Kerala,Kollam,Rice,Zaid,33.53,2129.44,27.07,81.57,2.43
Andhra Pradesh,Srikakulam,Chilli,Rabi,13.63,811.89,34.73,23.19,1.7
Punjab,Hoshiarpur,Wheat,Zaid,3.83,673.21,4.99,9.56,2.5
Punjab,Amritsar,Maize,Rabi,14.48,821.44,26.16,40.73,2.81
Uttar Pradesh,Varanasi,Potato,Kharif,47.34,972.05,38.24,410.32,8.67
Gujarat,Surat,Wheat,Kharif,40.57,686.6,28.2,88.51,2.18
Punjab,Sangrur,Cotton,Rabi,8.45,591.54,8.22,7.7,0.91
Punjab,Patiala,Potato,Zaid,5.63,647.18,16.45,97.59,17.32
Haryana,Panipat,Bajra,Kharif,8.55,478.98,21.53,6.58,0.77
Madhya Pradesh,Sagar,Cotton,Zaid,47.46,1032.58,31.26,60.65,1.28
Gujarat,Amreli,Wheat,Kharif,18.44,1189.09,36.21,13.65,0.74
Karnataka,Dharwad,Rice,Kharif,24.63,1375.91,30.39,60.95,2.47
West Bengal,Darjeeling,Rice,Zaid,25.71,1614.26,20.32,47.96,1.87
Rajasthan,Barmer,Barley,Rabi,48.9,140.71,37.96,33.11,0.68
Maharashtra,Sangli,Cotton,Zaid,17.48,2928.7,32.85,12.11,0.69
Telangana,Khammam,Chilli,Rabi,23.07,743.7,19.3,38.21,1.66
Andhra Pradesh,Anantapur,Sugarcane,Rabi,5.86,1158.27,31.87,386.02,65.82
Karnataka,Bangalore Rural,Ragi,Rabi,20.09,893.19,26.34,39.97,1.99
Rajasthan,Jodhpur,Bajra,Zaid,27.87,324.68,29.27,31.26,1.12
Andhra Pradesh,Prakasam,Cotton,Rabi,41.01,747.3,27.65,73.24,1.79
Assam,Karbi Anglong,Rice,Kharif,11.1,2037.9,14.44,25.61,2.31
Telangana,Medak,Cotton,Rabi,25.11,1035.46,25.72,25.52,1.02
Bihar,Muzaffarpur,Maize,Kharif,40.51,1004.74,31.79,67.09,1.66
Bihar,Saran,Lentil,Zaid,46.57,1593.05,39.64,7.21,0.15
Bihar,Purnia,Wheat,Rabi,33.99,1480.75,32.12,40.8,1.2
West Bengal,Darjeeling,Potato,Kharif,20.01,1855.58,26.66,220.5,11.02
West Bengal,Kolkata,Tea,Kharif,6.73,1259.51,14.28,6.1,0.91
Gujarat,Bhavnagar,Groundnut,Rabi,2.1,1134.88,36.94,1.88,0.89
Assam,Jorhat,Sugarcane,Zaid,31.57,2672.87,17.29,799.13,25.32
Uttar Pradesh,Mathura,Potato,Rabi,48.91,1036.86,44.38,525.63,10.75
Bihar,Darbhanga,Wheat,Rabi,16.52,1557.66,41.9,16.36,0.99
Uttar Pradesh,Allahabad,Gram,Kharif,8.24,913.04,39.66,2.99,0.36
Tamil Nadu,Coimbatore,Groundnut,Zaid,0.84,1084.42,27.64,0.65,0.77
Tamil Nadu,Chennai,Groundnut,Zaid,49.4,851.83,22.67,63.87,1.29
Andhra Pradesh,Nellore,Cotton,Kharif,10.99,1144.18,28.92,15.7,1.43
Maharashtra,Aurangabad,Rice,Zaid,36.83,2702.37,15.2,40.68,1.1
Madhya Pradesh,Sagar,Soybean,Kharif,11.69,1449.89,23.46,6.62,0.57
Karnataka,Belgaum,Rice,Kharif,44.91,2958.08,20.23,57.08,1.27
Haryana,Gurugram,Cotton,Rabi,40.46,733.71,17.8,66.17,1.64
Haryana,Faridabad,Bajra,Rabi,7.53,501.38,42.58,6.29,0.84
Kerala,Kannur,Tea,Rabi,48.34,2922.78,22.82,96.39,1.99
Andhra Pradesh,Prakasam,Tobacco,Zaid,40.72,956.08,33.31,58.74,1.44
Madhya Pradesh,Jabalpur,Sugarcane,Kharif,16.39,1336.87,11.86,814.74,49.72
Karnataka,Bidar,Ragi,Kharif,33.09,837.69,26.52,66.85,2.02
West Bengal,Bardhaman,Potato,Zaid,41.16,1557.71,35.45,247.44,6.01
Andhra Pradesh,Krishna,Groundnut,Kharif,41.3,625.58,33.87,57.37,1.39
West Bengal,Bardhaman,Jute,Kharif,12.89,2291.84,20.96,26.83,2.08
Telangana,Nizamabad,Chilli,Rabi,29.58,968.44,34.47,55.8,1.89
Madhya Pradesh,Sagar,Sugarcane,Rabi,5.28,1191.3,39.44,229.0,43.4
Karnataka,Bangalore Urban,Sugarcane,Zaid,43.53,2412.84,31.6,2345.41,53.88
Madhya Pradesh,Ujjain,Sugarcane,Rabi,35.19,1276.01,15.16,1677.92,47.68
West Bengal,Bankura,Potato,Zaid,16.89,1614.84,22.49,172.8,10.23
West Bengal,Jalpaiguri,Tea,Zaid,49.35,1313.77,38.79,55.45,1.12
Odisha,Ganjam,Groundnut,Zaid,37.24,1644.71,25.94,20.34,0.55
Tamil Nadu,Tirunelveli,Sugarcane,Zaid,46.76,1326.21,22.58,2180.29,46.63
Kerala,Alappuzha,Tea,Zaid,13.1,2850.42,27.12,21.41,1.63
Haryana,Karnal,Wheat,Kharif,3.59,305.35,24.49,8.99,2.5
Maharashtra,Sangli,Soybean,Kharif,7.36,572.45,31.61,8.52,1.16
West Bengal,Birbhum,Jute,Rabi,11.47,1259.8,34.76,23.91,2.08
West Bengal,Hooghly,Tea,Zaid,45.16,1949.37,30.57,65.38,1.45
Karnataka,Dharwad,Jowar,Zaid,30.36,3062.39,32.42,12.98,0.43
Haryana,Kurukshetra,Sugarcane,Kharif,47.7,694.78,7.99,1137.67,23.85
Punjab,Gurdaspur,Cotton,Rabi,42.94,465.93,32.92,45.5,1.06
Gujarat,Surat,Wheat,Kharif,12.9,453.36,35.66,25.2,1.95
Gujarat,Vadodara,Rice,Kharif,48.75,546.97,30.13,81.12,1.66
Odisha,Mayurbhanj,Jute,Kharif,2.95,1507.03,16.14,4.9,1.66
Haryana,Karnal,Mustard,Zaid,9.3,445.74,8.47,7.37,0.79
Kerala,Kottayam,Coconut,Rabi,14.31,3280.57,22.57,71.51,5.0
Assam,Karbi Anglong,Tea,Zaid,16.75,2992.48,14.73,24.89,1.49
Maharashtra,Mumbai,Sugarcane,Zaid,42.17,1337.92,32.03,3202.44,75.93
Gujarat,Surat,Wheat,Kharif,23.96,954.76,33.84,30.64,1.28
Karnataka,Dharwad,Jowar,Rabi,35.55,2898.88,28.32,11.58,0.33
Madhya Pradesh,Rewa,Cotton,Rabi,29.16,967.02,43.32,43.12,1.48
Odisha,Khurda,Jute,Kharif,6.85,1490.6,15.87,13.68,2.0
Telangana,Sangareddy,Sugarcane,Rabi,40.27,1134.26,38.68,2083.09,51.73
Odisha,Mayurbhanj,Jute,Zaid,37.36,1791.1,28.38,113.77,3.05
Telangana,Mahabubnagar,Turmeric,Kharif,14.53,870.65,31.56,72.33,4.98
Tamil Nadu,Thanjavur,Cotton,Rabi,8.92,712.69,25.15,9.84,1.1
Haryana,Karnal,Mustard,Rabi,12.11,733.56,9.89,6.25,0.52
Telangana,Nizamabad,Chilli,Kharif,28.92,998.68,37.79,45.65,1.58
Rajasthan,Udaipur,Wheat,Kharif,18.93,533.79,30.0,50.34,2.66
Maharashtra,Solapur,Cotton,Rabi,3.18,2576.89,36.95,2.88,0.91
Karnataka,Bangalore Rural,Coffee,Kharif,33.33,2969.1,31.09,20.22,0.61
Uttar Pradesh,Mathura,Mustard,Rabi,11.25,704.14,31.29,7.04,0.63
Telangana,Nalgonda,Sugarcane,Zaid,35.65,1151.32,37.38,2463.85,69.11
Rajasthan,Bhilwara,Maize,Rabi,17.94,787.33,20.56,50.35,2.81
Punjab,Hoshiarpur,Sugarcane,Kharif,33.39,592.69,17.58,1214.25,36.36
Rajasthan,Jodhpur,Maize,Rabi,40.81,562.78,13.28,98.62,2.42
Madhya Pradesh,Rewa,Gram,Rabi,49.8,911.35,37.58,14.32,0.29
Madhya Pradesh,Satna,Soybean,Kharif,13.11,968.69,26.69,17.48,1.33
Assam,Nagaon,Tea,Zaid,31.26,2996.69,13.11,34.14,1.09
Telangana,Mahabubnagar,Turmeric,Kharif,24.68,1174.16,19.65,102.39,4.15
Haryana,Ambala,Rice,Rabi,13.19,746.36,27.79,32.55,2.47
Tamil Nadu,Erode,Banana,Kharif,5.33,797.39,22.52,113.4,21.26
Karnataka,Shimoga,Jowar,Rabi,37.11,1053.18,29.78,22.47,0.61
Telangana,Sangareddy,Turmeric,Rabi,1.69,773.07,26.7,8.15,4.82
Odisha,Cuttack,Groundnut,Zaid,37.47,1230.2,22.06,24.93,0.67
Assam,Sonitpur,Banana,Rabi,28.32,1865.96,28.9,954.88,33.72
Odisha,Sambalpur,Sugarcane,Zaid,46.42,1798.94,18.31,2718.15,58.56
Punjab,Amritsar,Sugarcane,Kharif,45.63,487.61,10.68,1432.34,31.39
Bihar,Nalanda,Potato,Kharif,36.13,1436.34,18.98,311.6,8.62
West Bengal,Nadia,Jute,Zaid,5.44,1516.28,17.26,11.65,2.14
Bihar,Gaya,Wheat,Kharif,44.92,1285.09,25.98,68.93,1.53
Bihar,Patna,Maize,Kharif,30.86,1281.69,16.73,49.26,1.6
Punjab,Gurdaspur,Rice,Zaid,6.48,584.31,6.33,8.55,1.32
Uttar Pradesh,Bareilly,Rice,Zaid,26.27,1125.76,22.12,42.65,1.62
Kerala,Thiruvananthapuram,Rice,Rabi,3.03,3532.07,22.86,3.92,1.29
West Bengal,Howrah,Rice,Rabi,7.46,1822.47,25.7,23.16,3.11
Rajasthan,Jodhpur,Mustard,Kharif,12.66,766.73,14.16,9.89,0.78
Rajasthan,Sikar,Barley,Zaid,26.99,727.04,16.23,63.62,2.36
West Bengal,Nadia,Tea,Kharif,29.79,1943.12,27.84,49.11,1.65
Odisha,Khurda,Groundnut,Rabi,41.14,1580.08,20.4,27.5,0.67
Uttar Pradesh,Gorakhpur,Rice,Rabi,36.94,1135.35,34.84,59.83,1.62
Bihar,Begusarai,Rice,Zaid,12.61,1103.72,40.57,16.11,1.28
Telangana,Rangareddy,Turmeric,Zaid,34.35,827.94,37.78,107.78,3.14
Maharashtra,Ahmednagar,Cotton,Kharif,34.42,938.56,40.21,60.73,1.76
Rajasthan,Alwar,Bajra,Kharif,42.96,282.14,17.85,40.72,0.95
Andhra Pradesh,West Godavari,Groundnut,Kharif,10.92,766.64,32.26,15.84,1.45
Gujarat,Rajkot,Tobacco,Kharif,21.46,1041.93,23.07,36.63,1.71
Maharashtra,Pune,Sugarcane,Kharif,2.74,1153.47,23.95,179.45,65.56
Uttar Pradesh,Mathura,Wheat,Kharif,45.35,979.36,34.95,48.75,1.07
Tamil Nadu,Erode,Groundnut,Zaid,46.68,1284.58,25.49,43.62,0.93
Bihar,Darbhanga,Rice,Kharif,13.43,1532.39,15.69,28.12,2.09
Andhra Pradesh,Anantapur,Chilli,Zaid,11.1,639.97,35.25,14.38,1.3
Maharashtra,Thane,Groundnut,Zaid,45.67,1698.57,24.88,34.51,0.76
Uttar Pradesh,Jhansi,Sugarcane,Rabi,35.44,1173.29,12.58,1810.55,51.08
Tamil Nadu,Nagapattinam,Rice,Zaid,23.52,841.9,39.56,46.02,1.96
Andhra Pradesh,Guntur,Cotton,Rabi,41.88,672.09,23.31,53.39,1.27
West Bengal,Bankura,Wheat,Rabi,30.43,1717.26,17.08,53.35,1.75
Telangana,Adilabad,Rice,Rabi,44.05,1028.04,39.2,84.68,1.92
Uttar Pradesh,Bareilly,Mustard,Rabi,13.36,778.6,15.36,9.69,0.73
Gujarat,Bhavnagar,Tobacco,Kharif,10.08,866.91,18.5,10.39,1.03
Gujarat,Banaskantha,Wheat,Zaid,39.81,1379.23,20.2,51.7,1.3
Kerala,Thrissur,Coffee,Rabi,13.97,3975.66,34.32,3.79,0.27
Rajasthan,Jaipur,Wheat,Kharif,21.75,219.77,40.55,19.26,0.89
Tamil Nadu,Cuddalore,Banana,Zaid,36.59,1360.98,38.11,1235.42,33.76
Maharashtra,Solapur,Rice,Kharif,34.92,2501.47,35.4,52.95,1.52
Odisha,Kendrapara,Sesame,Rabi,22.0,1253.41,20.71,3.94,0.18
Madhya Pradesh,Gwalior,Cotton,Zaid,46.98,1372.69,29.54,61.07,1.3
Gujarat,Bharuch,Wheat,Rabi,41.86,1105.38,19.44,68.04,1.63
Tamil Nadu,Tiruchirappalli,Sugarcane,Zaid,43.49,1116.81,23.3,2415.97,55.56
Karnataka,Dharwad,Coffee,Zaid,41.4,1549.56,25.47,35.98,0.87
Kerala,Kasaragod,Coffee,Zaid,49.73,3152.88,33.73,25.52,0.51
Kerala,Idukki,Coconut,Kharif,34.14,2559.75,22.22,298.02,8.73
West Bengal,Howrah,Tea,Zaid,29.65,2437.5,32.99,38.44,1.3
Telangana,Warangal,Cotton,Zaid,1.66,764.42,20.18,2.75,1.66
West Bengal,Malda,Rice,Rabi,6.48,2374.18,16.5,8.06,1.24
Uttar Pradesh,Moradabad,Rice,Zaid,45.57,927.74,15.94,62.6,1.37
Maharashtra,Nagpur,Jowar,Rabi,33.75,2863.55,26.38,17.85,0.53
Andhra Pradesh,West Godavari,Tobacco,Rabi,31.76,1137.36,23.49,45.58,1.44
Bihar,Munger,Sugarcane,Rabi,24.74,1442.83,11.13,1371.2,55.42
Haryana,Kurukshetra,Wheat,Rabi,5.69,769.47,30.8,12.89,2.26
Odisha,Kalahandi,Sugarcane,Kharif,21.26,1557.44,32.57,1610.49,75.75
Tamil Nadu,Kancheepuram,Cotton,Kharif,13.78,869.14,31.96,24.33,1.77
Telangana,Medak,Turmeric,Zaid,22.18,880.46,26.33,101.22,4.56
Uttar Pradesh,Meerut,Wheat,Kharif,30.31,908.1,21.99,49.97,1.65
Telangana,Siddipet,Turmeric,Zaid,45.44,710.37,37.61,169.53,3.73
Kerala,Kottayam,Banana,Zaid,43.58,2485.64,30.15,1185.9,27.21
Odisha,Cuttack,Groundnut,Rabi,19.98,1305.53,15.41,10.1,0.51
Maharashtra,Thane,Jowar,Zaid,5.68,822.44,34.26,4.28,0.75
Tamil Nadu,Salem,Cotton,Zaid,17.05,1338.94,39.65,15.25,0.89
Rajasthan,Jaipur,Wheat,Rabi,43.81,733.48,6.89,104.72,2.39
Maharashtra,Kolhapur,Groundnut,Rabi,18.55,1218.16,18.1,15.53,0.84
Assam,Barpeta,Potato,Zaid,24.83,1826.41,24.42,236.15,9.51
Odisha,Ganjam,Rice,Rabi,14.87,1331.84,29.91,28.12,1.89
Gujarat,Mehsana,Rice,Zaid,11.1,1289.07,39.18,19.88,1.79
West Bengal,Murshidabad,Potato,Rabi,18.71,2286.68,15.02,208.55,11.14
Punjab,Patiala,Maize,Kharif,44.17,416.03,15.09,91.36,2.07
Odisha,Balasore,Jute,Zaid,9.63,1458.55,31.05,22.39,2.32
Uttar Pradesh,Meerut,Potato,Zaid,49.59,1044.88,39.16,446.95,9.01
Bihar,Saharsa,Rice,Kharif,46.15,1360.0,31.42,105.81,2.29
Punjab,Faridkot,Wheat,Rabi,41.28,831.35,9.65,86.27,2.09
Odisha,Bhadrak,Sesame,Kharif,40.52,1385.53,19.13,6.02,0.15
Maharashtra,Nagpur,Groundnut,Kharif,9.1,748.35,27.75,12.11,1.33
Madhya Pradesh,Sagar,Sugarcane,Rabi,47.22,1030.14,27.32,2652.43,56.17
Karnataka,Mysore,Jowar,Rabi,23.45,3338.43,18.29,10.24,0.44
Karnataka,Bangalore Urban,Jowar,Rabi,2.6,1515.95,31.99,1.17,0.45
Andhra Pradesh,Anantapur,Rice,Kharif,34.01,933.41,37.76,73.79,2.17
Karnataka,Belgaum,Rice,Rabi,24.3,3468.15,33.28,24.72,1.02
Maharashtra,Mumbai,Soybean,Zaid,12.63,2398.58,35.8,8.08,0.64
Punjab,Moga,Rice,Rabi,32.53,687.79,26.34,63.64,1.96
Telangana,Medak,Turmeric,Kharif,33.99,1021.48,23.55,120.33,3.54
Kerala,Kasaragod,Coconut,Zaid,23.09,2079.96,25.3,200.69,8.69
Uttar Pradesh,Lucknow,Mustard,Kharif,14.58,752.95,29.15,10.52,0.72
Bihar,Begusarai,Wheat,Kharif,37.55,1353.12,14.87,55.32,1.47
West Bengal,Birbhum,Jute,Zaid,7.52,1708.75,39.74,16.42,2.18
Bihar,Nalanda,Wheat,Kharif,21.68,1017.72,18.17,50.88,2.35
Rajasthan,Kota,Wheat,Rabi,4.38,655.31,12.77,9.69,2.21
Karnataka,Dharwad,Jowar,Kharif,31.45,1383.81,24.4,14.72,0.47
Haryana,Hisar,Rice,Rabi,5.31,537.53,35.82,8.49,1.6
Punjab,Kapurthala,Wheat,Zaid,39.75,527.81,22.78,123.47,3.11
Punjab,Ferozepur,Rice,Rabi,27.32,869.69,38.62,43.1,1.58
Bihar,Begusarai,Rice,Kharif,36.78,1397.37,39.36,61.3,1.67
Assam,Dibrugarh,Potato,Zaid,42.85,2036.61,34.33,196.07,4.58
Telangana,Hyderabad,Turmeric,Rabi,42.9,1193.3,28.71,205.77,4.8
Telangana,Khammam,Chilli,Kharif,5.58,856.91,23.11,9.52,1.71
Gujarat,Surat,Groundnut,Zaid,30.44,1210.6,39.88,22.41,0.74
Tamil Nadu,Nagapattinam,Groundnut,Kharif,44.23,1216.64,23.94,43.31,0.98
Karnataka,Mandya,Rice,Zaid,5.42,2411.96,24.37,13.16,2.43
Tamil Nadu,Coimbatore,Cotton,Kharif,1.25,650.73,20.09,1.16,0.93
Karnataka,Bidar,Jowar,Kharif,36.52,2266.09,37.21,14.1,0.39
Karnataka,Dharwad,Ragi,Rabi,9.56,1221.24,33.84,11.46,1.2
Punjab,Gurdaspur,Maize,Kharif,2.39,869.53,21.41,4.81,2.01
Punjab,Bathinda,Cotton,Rabi,47.68,890.59,42.26,64.85,1.36
Telangana,Sangareddy,Cotton,Kharif,6.68,1153.78,35.94,7.26,1.09
Kerala,Palakkad,Tea,Rabi,35.7,1892.7,34.84,52.48,1.47
Andhra Pradesh,Prakasam,Tobacco,Rabi,44.84,643.15,29.11,54.15,1.21
Uttar Pradesh,Saharanpur,Mustard,Zaid,2.48,637.5,27.42,1.92,0.77
Andhra Pradesh,East Godavari,Rice,Rabi,40.33,689.68,26.85,53.89,1.34
Odisha,Khurda,Groundnut,Rabi,25.08,1754.3,30.43,20.63,0.82
Odisha,Sambalpur,Sugarcane,Kharif,5.69,1763.79,39.14,325.65,57.27
Odisha,Khurda,Turmeric,Zaid,33.17,1431.28,33.71,139.63,4.21
Telangana,Mahabubnagar,Chilli,Rabi,48.82,960.23,33.61,85.14,1.74
Madhya Pradesh,Hoshangabad,Soybean,Zaid,9.5,1561.06,22.0,6.46,0.68
Tamil Nadu,Erode,Banana,Kharif,8.02,702.33,27.65,161.71,20.16
Punjab,Faridkot,Potato,Rabi,5.79,405.43,34.05,59.35,10.25
Punjab,Faridkot,Maize,Rabi,13.78,694.69,15.53,29.23,2.12
Uttar Pradesh,Moradabad,Wheat,Rabi,29.41,933.68,44.14,46.65,1.59
Tamil Nadu,Kancheepuram,Groundnut,Kharif,6.5,1451.15,38.73,4.09,0.63
Madhya Pradesh,Vidisha,Rice,Zaid,21.59,953.69,26.78,38.93,1.8
West Bengal,Bankura,Jute,Rabi,27.61,1468.61,22.55,52.68,1.91
Punjab,Jalandhar,Sugarcane,Rabi,23.35,412.77,21.52,983.83,42.13
Uttar Pradesh,Saharanpur,Wheat,Rabi,12.02,932.32,22.87,27.82,2.31
Gujarat,Valsad,Rice,Zaid,13.01,1095.85,36.45,22.62,1.74
West Bengal,Murshidabad,Potato,Zaid,37.39,1968.87,12.13,278.31,7.44
Telangana,Hyderabad,Sugarcane,Zaid,15.59,734.4,29.66,648.7,41.6
Gujarat,Amreli,Cotton,Rabi,45.75,764.19,34.18,62.64,1.37
West Bengal,Nadia,Tea,Zaid,38.95,1391.97,38.08,45.7,1.17
West Bengal,Birbhum,Potato,Rabi,38.17,1321.24,13.51,417.56,10.94
Odisha,Balasore,Groundnut,Kharif,7.25,1558.08,26.38,4.36,0.6
Uttar Pradesh,Agra,Gram,Rabi,9.2,616.91,22.21,6.56,0.71
Haryana,Ambala,Rice,Kharif,41.29,591.58,6.37,44.66,1.08
Haryana,Sonipat,Cotton,Rabi,26.07,606.16,29.89,41.74,1.6
Maharashtra,Nagpur,Sugarcane,Zaid,27.48,1539.26,22.44,1266.82,46.09
Assam,Kamrup,Sugarcane,Rabi,34.09,1879.57,12.6,1180.6,34.63
Tamil Nadu,Tirunelveli,Sugarcane,Rabi,47.99,1125.99,24.84,1990.08,41.47
Tamil Nadu,Coimbatore,Sugarcane,Rabi,18.22,1242.6,30.26,1111.4,60.98
Rajasthan,Ajmer,Barley,Zaid,49.7,305.37,12.16,126.42,2.54
Gujarat,Vadodara,Groundnut,Zaid,24.36,1440.88,33.71,20.17,0.83
Punjab,Bathinda,Sugarcane,Zaid,31.02,450.12,18.38,1263.1,40.72
Karnataka,Dakshina Kannada,Jowar,Kharif,18.86,2349.42,32.17,8.63,0.46
Karnataka,Gulbarga,Sugarcane,Kharif,22.3,3397.59,37.08,621.18,27.86
Telangana,Warangal,Maize,Kharif,22.99,1076.83,25.49,52.76,2.3
Tamil Nadu,Erode,Rice,Rabi,14.59,1352.08,34.37,29.7,2.04
West Bengal,Darjeeling,Rice,Kharif,29.85,1993.11,19.05,44.85,1.5
Gujarat,Ahmedabad,Wheat,Rabi,38.0,1066.13,37.9,29.81,0.78
Maharashtra,Sangli,Cotton,Kharif,24.72,2455.15,30.16,21.74,0.88
Assam,Nagaon,Sugarcane,Kharif,13.31,2835.57,22.58,495.91,37.26
Karnataka,Gulbarga,Ragi,Kharif,39.62,3470.32,26.86,28.12,0.71
Punjab,Moga,Maize,Rabi,8.17,829.53,28.72,16.07,1.97
Odisha,Sambalpur,Sugarcane,Zaid,34.06,1433.07,37.95,2607.41,76.55
Telangana,Rangareddy,Sugarcane,Kharif,11.22,1001.11,23.71,592.1,52.79
Rajasthan,Chittorgarh,Bajra,Rabi,16.53,354.31,28.6,14.0,0.85
Telangana,Nizamabad,Cotton,Kharif,46.39,810.31,28.66,59.78,1.29
Andhra Pradesh,Srikakulam,Tobacco,Kharif,15.78,608.63,23.59,21.65,1.37
Karnataka,Mandya,Coffee,Kharif,45.36,2519.18,28.86,38.79,0.86
Telangana,Rangareddy,Rice,Rabi,20.03,756.57,36.48,28.53,1.42
West Bengal,Midnapore,Potato,Zaid,36.73,1841.26,23.91,368.77,10.04
Uttar Pradesh,Meerut,Sugarcane,Rabi,30.98,810.04,5.84,1121.81,36.21
Karnataka,Gulbarga,Sugarcane,Zaid,41.05,3257.49,36.54,1582.24,38.55
Assam,Lakhimpur,Tea,Zaid,34.79,1548.51,30.01,46.34,1.33
Punjab,Bathinda,Potato,Rabi,4.16,515.54,34.04,33.82,8.12
Kerala,Idukki,Banana,Kharif,15.0,3008.75,33.41,262.33,17.49
Kerala,Malappuram,Banana,Zaid,33.73,1879.83,28.23,961.44,28.5
Telangana,Adilabad,Rice,Zaid,14.34,754.96,30.38,23.13,1.61
Punjab,Ludhiana,Wheat,Kharif,47.89,670.79,20.61,106.18,2.22
West Bengal,Midnapore,Jute,Rabi,23.88,1364.92,36.37,55.92,2.34
Assam,Sivasagar,Rice,Rabi,1.63,1716.32,25.96,3.22,1.97
Karnataka,Belgaum,Jowar,Rabi,1.35,3003.05,19.48,0.56,0.42
Bihar,Patna,Wheat,Kharif,2.65,1000.96,25.17,6.09,2.29
Punjab,Jalandhar,Wheat,Zaid,36.55,418.85,28.99,92.89,2.54
Maharashtra,Ahmednagar,Groundnut,Rabi,10.67,2206.07,18.22,6.25,0.59
Kerala,Kottayam,Banana,Rabi,13.51,1802.82,31.82,297.69,22.03
Gujarat,Ahmedabad,Tobacco,Kharif,17.59,1441.89,24.73,15.83,0.9
Kerala,Kozhikode,Banana,Kharif,35.0,2963.32,27.49,665.07,19.0
Uttar Pradesh,Moradabad,Gram,Rabi,36.45,978.59,20.59,17.93,0.49
Maharashtra,Mumbai,Soybean,Rabi,25.09,2714.72,38.49,8.58,0.34
Rajasthan,Alwar,Bajra,Zaid,33.65,208.69,13.9,15.72,0.47
Uttar Pradesh,Kanpur,Sugarcane,Kharif,15.34,1137.74,39.77,881.73,57.48
Madhya Pradesh,Indore,Rice,Rabi,32.61,1168.58,40.01,43.24,1.33
Gujarat,Bhavnagar,Groundnut,Zaid,47.64,398.73,22.04,41.79,0.88
Bihar,Nalanda,Wheat,Zaid,19.9,1124.96,38.06,22.5,1.13
Tamil Nadu,Kancheepuram,Coconut,Rabi,40.65,862.17,35.62,270.49,6.65
Kerala,Alappuzha,Banana,Zaid,3.98,2904.7,24.28,61.91,15.54
Punjab,Ludhiana,Maize,Kharif,38.22,687.16,41.12,72.03,1.88
Kerala,Idukki,Coconut,Zaid,9.77,1597.32,22.5,74.19,7.6
Odisha,Bhadrak,Turmeric,Kharif,10.85,1367.24,36.53,50.97,4.7
Uttar Pradesh,Bareilly,Rice,Zaid,42.12,932.88,35.96,73.33,1.74
Karnataka,Belgaum,Sugarcane,Kharif,40.81,2818.27,20.31,1173.85,28.76
Rajasthan,Jodhpur,Wheat,Kharif,47.41,795.02,14.91,161.39,3.4
Uttar Pradesh,Allahabad,Mustard,Zaid,18.91,616.35,15.25,21.33,1.13
Gujarat,Mehsana,Rice,Rabi,44.74,1000.02,18.89,60.63,1.36
Punjab,Jalandhar,Maize,Rabi,4.4,571.54,37.39,8.74,1.98
Karnataka,Bidar,Sugarcane,Zaid,31.83,3249.98,29.35,1389.31,43.65
Andhra Pradesh,Chittoor,Groundnut,Kharif,38.96,716.81,26.35,57.97,1.49
Tamil Nadu,Tiruchirappalli,Sugarcane,Kharif,39.5,1415.21,35.06,3025.68,76.6
Uttar Pradesh,Bareilly,Sugarcane,Rabi,30.63,725.65,40.04,1025.93,33.5
Andhra Pradesh,Anantapur,Sugarcane,Rabi,39.98,854.13,24.72,1932.0,48.32
Kerala,Idukki,Rice,Rabi,9.36,2942.72,22.28,17.09,1.83
Rajasthan,Nagaur,Barley,Kharif,46.61,727.75,46.77,36.18,0.78
Odisha,Puri,Rice,Rabi,42.93,1383.45,38.57,90.5,2.11
Maharashtra,Ahmednagar,Rice,Kharif,33.45,905.93,34.38,77.81,2.33
Bihar,Vaishali,Sugarcane,Zaid,16.26,1218.35,30.5,1091.05,67.09
Bihar,Saran,Lentil,Kharif,34.18,1514.45,40.92,8.39,0.25
Karnataka,Gulbarga,Coffee,Rabi,38.07,727.26,20.05,20.95,0.55
Haryana,Gurugram,Wheat,Zaid,35.98,639.37,34.94,47.48,1.32
West Bengal,Bardhaman,Rice,Kharif,24.26,1790.6,37.68,63.81,2.63
Andhra Pradesh,Nellore,Chilli,Zaid,37.6,768.0,26.48,52.31,1.39
Kerala,Kozhikode,Banana,Zaid,46.16,1637.75,35.55,1358.7,29.43
Karnataka,Mandya,Cotton,Rabi,19.29,538.38,19.36,27.42,1.42
Tamil Nadu,Erode,Cotton,Kharif,15.61,1049.99,37.77,17.41,1.12
Kerala,Malappuram,Coffee,Zaid,16.61,1607.85,23.23,13.45,0.81
Telangana,Nalgonda,Chilli,Kharif,44.76,973.3,27.84,101.32,2.26
Uttar Pradesh,Mathura,Potato,Rabi,2.43,745.85,27.29,52.97,21.79
Assam,Sonitpur,Jute,Zaid,45.09,2668.98,18.07,55.36,1.23
